"speaker","congress"
"Dagmar Schipanski","2008_stuttgart"
"Dietrich Austermann","2008_stuttgart"
"Eugen Abler","2008_stuttgart"
"Friedrich Merz","2008_stuttgart"
"Fritz Niedergesäß","2008_stuttgart"
"Fritz Schramma","2008_stuttgart"
"Gottfried Ludewig","2008_stuttgart"
"Hans-Gert Pöttering","2008_stuttgart"
"Herbert Reul","2008_stuttgart"
"Jürgen Rüttgers","2008_stuttgart"
"Karl-Josef Laumann","2008_stuttgart"
"Kurt J. Lauk","2008_stuttgart"
"Maria Böhmer","2008_stuttgart"
"Ole von Beust","2008_stuttgart"
"Peter Liese","2008_stuttgart"
"Peter Müller","2008_stuttgart"
"Peter Ramsauer","2008_stuttgart"
"Peter-Harry Carstensen","2008_stuttgart"
"Roland Koch","2008_stuttgart"
"Ronald Pofalla","2008_stuttgart"
"Stanislaw Tillich","2008_stuttgart"
"Stephan Eisel","2008_stuttgart"
"Tanja Gönner","2008_stuttgart"
"Thaddäus Kunzmann","2008_stuttgart"
"Volker Kauder","2008_stuttgart"
"Albert Rathjen","2010_karlsruhe"
"Andreas Schockenhoff","2010_karlsruhe"
"Andreas Storm","2010_karlsruhe"
"Angela Merkel","2010_karlsruhe"
"Annegret Kramp-Karrenbauer","2010_karlsruhe"
"Annette Schavan","2010_karlsruhe"
"Annette Widmann-Mauz","2010_karlsruhe"
"Armin Laschet","2010_karlsruhe"
"Arnold Vaatz","2010_karlsruhe"
"Axel E. Fischer","2010_karlsruhe"
"Christian Baldauf","2010_karlsruhe"
"Christian von Boetticher","2010_karlsruhe"
"Dagmar Schipanski","2010_karlsruhe"
"Dieter Dombrowski","2010_karlsruhe"
"Eckart von Klaeden","2010_karlsruhe"
"Elmar Brok","2010_karlsruhe"
"Emine Demirbüken-Wegner","2010_karlsruhe"
"Eugen Abler","2010_karlsruhe"
"Frank Gotthardt","2010_karlsruhe"
"Franz Josef Jung","2010_karlsruhe"
"Friedhelm Koch","2010_karlsruhe"
"Fritz Niedergesäß","2010_karlsruhe"
"Georg-Ludwig Breitenbuch","2010_karlsruhe"
"Godelieve Quisthoudt-Rowohl","2010_karlsruhe"
"Günter Krings","2010_karlsruhe"
"Harald Noack","2010_karlsruhe"
"Helmut Linssen","2010_karlsruhe"
"Hendrik Wüst","2010_karlsruhe"
"Hennig Otte","2010_karlsruhe"
"Hermann Gröhe","2010_karlsruhe"
"Hermann Kues","2010_karlsruhe"
"Hubert Hüppe","2010_karlsruhe"
"Ingrid Fischbach","2010_karlsruhe"
"Ingrid Sehrbrock","2010_karlsruhe"
"Jens Spahn","2010_karlsruhe"
"Johann David Wadephul","2010_karlsruhe"
"Josef Schlarmann","2010_karlsruhe"
"Julia Klöckner","2010_karlsruhe"
"Jürgen Hardt","2010_karlsruhe"
"Karl-Josef Laumann","2010_karlsruhe"
"Karl-Theodor zu Guttenberg","2010_karlsruhe"
"Katherina Reiche","2010_karlsruhe"
"Kristina Schröder","2010_karlsruhe"
"Lorenz Caffier","2010_karlsruhe"
"Marcus Weinberg","2010_karlsruhe"
"Maria Böhmer","2010_karlsruhe"
"Maria Flachsbarth","2010_karlsruhe"
"Maria Michalk","2010_karlsruhe"
"Michael Brand","2010_karlsruhe"
"Michael Fuchs","2010_karlsruhe"
"Michael Kretschmer","2010_karlsruhe"
"Michael Meister","2010_karlsruhe"
"Mike Mohring","2010_karlsruhe"
"Niels Korte","2010_karlsruhe"
"Norbert Lammert","2010_karlsruhe"
"Norbert Röttgen","2010_karlsruhe"
"Oswald Metzger","2010_karlsruhe"
"Patrick Sensburg","2010_karlsruhe"
"Peter Hintze","2010_karlsruhe"
"Peter Jacoby","2010_karlsruhe"
"Peter Liese","2010_karlsruhe"
"Peter Müller","2010_karlsruhe"
"Peter Wichtel","2010_karlsruhe"
"Philipp Mißfelder","2010_karlsruhe"
"Philipp Murmann","2010_karlsruhe"
"Regina Görner","2010_karlsruhe"
"Reiner Haseloff","2010_karlsruhe"
"Rolf Koschorrek","2010_karlsruhe"
"Rudolf Henke","2010_karlsruhe"
"Stanislaw Tillich","2010_karlsruhe"
"Tanja Gönner","2010_karlsruhe"
"Thomas Dörflinger","2010_karlsruhe"
"Thomas Heilmann","2010_karlsruhe"
"Thomas Rachel","2010_karlsruhe"
"Thomas Röwekamp","2010_karlsruhe"
"Thomas Stritzl","2010_karlsruhe"
"Thomas Strobl","2010_karlsruhe"
"Thomas de Maizière","2010_karlsruhe"
"Urban Lanig","2010_karlsruhe"
"Ursula HeinenEsser","2010_karlsruhe"
"Ursula von der Leyen","2010_karlsruhe"
"Volker Bouffier","2010_karlsruhe"
"Volker Kauder","2010_karlsruhe"
"Wolfgang Schäuble","2010_karlsruhe"
"Albrecht Schütte","2011_leipzig"
"Andreas Jung","2011_leipzig"
"Angela Merkel","2011_leipzig"
"Annegret Kramp-Karrenbauer","2011_leipzig"
"Annette Schavan","2011_leipzig"
"Astrid Birkhahn","2011_leipzig"
"Axel Voss","2011_leipzig"
"Bernd Althusmann","2011_leipzig"
"Bernhard Tenhumberg ","2011_leipzig"
"Bettina Dickes ","2011_leipzig"
"Bettina Wiesmann","2011_leipzig"
"Christean Wagner","2011_leipzig"
"David McAllister","2011_leipzig"
"Doris Pack","2011_leipzig"
"Elisabeth Winkelmeier-Becker","2011_leipzig"
"Elmar Brok","2011_leipzig"
"Erika Steinbach","2011_leipzig"
"Ernst Brenning","2011_leipzig"
"Eugen Abler","2011_leipzig"
"Frank Oesterhelweg","2011_leipzig"
"Frederik Ferreau","2011_leipzig"
"Georg Milbradt","2011_leipzig"
"Georg Wacker","2011_leipzig"
"Hans-Gert Pöttering","2011_leipzig"
"Hans-Jürgen Irmer","2011_leipzig"
"Harald Noack","2011_leipzig"
"Heinz-Gerd Lenssen","2011_leipzig"
"Herbert Reul","2011_leipzig"
"Hermann Gröhe","2011_leipzig"
"Hubert Hüppe ","2011_leipzig"
"Ingrid Fischbach","2011_leipzig"
"Ingrid Sehrbrock","2011_leipzig"
"Josef Schlarmann","2011_leipzig"
"Jost de Jager","2011_leipzig"
"Julia Klöckner","2011_leipzig"
"Jürgen Hardt","2011_leipzig"
"Kai Wegner ","2011_leipzig"
"Karl-Ernst Müller","2011_leipzig"
"Karl-Josef Laumann","2011_leipzig"
"Klaus Schüle ","2011_leipzig"
"Klaus-Peter Willsch","2011_leipzig"
"Kristina Schröder","2011_leipzig"
"Maria Böhmer","2011_leipzig"
"Marion Gierden-Jülich","2011_leipzig"
"Marion Walsmann ","2011_leipzig"
"Markus Pieper","2011_leipzig"
"Michael Kretschmer","2011_leipzig"
"Michael Panse","2011_leipzig"
"Michael Stübgen","2011_leipzig"
"Mike Mohring","2011_leipzig"
"Monica Wüllner","2011_leipzig"
"Norbert Lammert","2011_leipzig"
"Oswald Metzger ","2011_leipzig"
"Otto Wulff","2011_leipzig"
"Peter Beuth","2011_leipzig"
"Peter Hauk","2011_leipzig"
"Peter Liese","2011_leipzig"
"Philipp Lerch","2011_leipzig"
"Reiner Haseloff","2011_leipzig"
"Rita Pawelski","2011_leipzig"
"Roland Wöller","2011_leipzig"
"Siegfried Kauder ","2011_leipzig"
"Stefan Rabel","2011_leipzig"
"Steffen Kanitz","2011_leipzig"
"Thomas Mann","2011_leipzig"
"Thomas Rachel ","2011_leipzig"
"Thomas Sternberg","2011_leipzig"
"Thomas de Maizière","2011_leipzig"
"Ulf Thiele","2011_leipzig"
"Ursula Michalak","2011_leipzig"
"Ursula von der Leyen","2011_leipzig"
"Uwe Lehmann-Brauns","2011_leipzig"
"Uwe Schummer ","2011_leipzig"
"Volker Bouffier","2011_leipzig"
"Volker Kauder","2011_leipzig"
"Werner Langen","2011_leipzig"
"Wolfgang Reinhart","2011_leipzig"
"Wolfgang Schäuble","2011_leipzig"
"Albert Rathjen","2012_hannover"
"Angela Merkel","2012_hannover"
"Angelika Volquartz","2012_hannover"
"Anja Wagner-Scheid","2012_hannover"
"Annegret Kramp-Karrenbauer","2012_hannover"
"Annette Widmann-Mauz","2012_hannover"
"Armin Laschet","2012_hannover"
"Arnold Vaatz","2012_hannover"
"Axel E. Fischer","2012_hannover"
"Aygül Özkan","2012_hannover"
"Bettina Wiesmann","2012_hannover"
"Carla Neisse-Hommelshein","2012_hannover"
"Christa Klaß","2012_hannover"
"Christa Thoben","2012_hannover"
"Christean Wagner","2012_hannover"
"Christian Baldauf","2012_hannover"
"Christian Bäumler","2012_hannover"
"Christine Lieberknecht","2012_hannover"
"Christoph Rust","2012_hannover"
"Dagmar Schipanski","2012_hannover"
"David McAllister","2012_hannover"
"Dieter Bischoff","2012_hannover"
"Dieter Dombrowski","2012_hannover"
"Eckart von Klaeden","2012_hannover"
"Elisabeth Motschmann","2012_hannover"
"Elisabeth Winkelmeier-Becker","2012_hannover"
"Elke Duhme","2012_hannover"
"Elmar Brok","2012_hannover"
"Emine Demirbüken-Wegner","2012_hannover"
"Eugen Abler","2012_hannover"
"Ferdinand Tillmann","2012_hannover"
"Florian Braun","2012_hannover"
"Frank Oesterhelweg","2012_hannover"
"Franz Josef Jung","2012_hannover"
"Friedhelm Koch","2012_hannover"
"Friedlinde Gurr-Hirsch","2012_hannover"
"Fritz Niedergesäß","2012_hannover"
"Georg Milbradt","2012_hannover"
"Georg Schell","2012_hannover"
"Gudrun Heute-Bluhm","2012_hannover"
"Hans-Gert Pöttering","2012_hannover"
"Hedi Thelen","2012_hannover"
"Heinz-Gerd Lenssen","2012_hannover"
"Herbert Reul","2012_hannover"
"Hermann Gröhe","2012_hannover"
"Hermann Kues","2012_hannover"
"Hubert Hüppe","2012_hannover"
"Ingrid Sehrbrock","2012_hannover"
"Jan Marco Luczak","2012_hannover"
"Jens Spahn","2012_hannover"
"Julia Klöckner","2012_hannover"
"Kai Wegner","2012_hannover"
"Karl Schiewerling","2012_hannover"
"Karl-Josef Laumann","2012_hannover"
"Klaus Schüle","2012_hannover"
"Lorenz Caffier","2012_hannover"
"Manfred Heinemann","2012_hannover"
"Maria Flachsbarth","2012_hannover"
"Maria Zibell","2012_hannover"
"Maria-Theresia van Schewick","2012_hannover"
"Markus Pieper","2012_hannover"
"Martina Stabel-Franz","2012_hannover"
"Matthias Zimmer","2012_hannover"
"Michael Fuchs","2012_hannover"
"Michael Kretschmer","2012_hannover"
"Michael Meister","2012_hannover"
"Michael Schreiber","2012_hannover"
"Mike Mohring","2012_hannover"
"Monica Wüllner","2012_hannover"
"Norbert Bockstette","2012_hannover"
"Notburga Kunert","2012_hannover"
"Oliver Wittke","2012_hannover"
"Oswald Metzger","2012_hannover"
"Otto Wulff","2012_hannover"
"Peter Altmaier","2012_hannover"
"Peter Liese","2012_hannover"
"Peter Meyer","2012_hannover"
"Philipp Mißfelder","2012_hannover"
"Ralf Brauksiepe","2012_hannover"
"Regina Görner","2012_hannover"
"Reiner Haseloff","2012_hannover"
"Reinhold Uhlenbrock","2012_hannover"
"Rolf Berend","2012_hannover"
"Sabine Weiss","2012_hannover"
"Serap Güler","2012_hannover"
"Simone Thiel","2012_hannover"
"Stanislaw Tillich","2012_hannover"
"Stefan Kaufmann","2012_hannover"
"Steffen Flath","2012_hannover"
"Sylvia Pantel","2012_hannover"
"Thomas Bareiß","2012_hannover"
"Thomas Dörflinger","2012_hannover"
"Thomas Schmitt","2012_hannover"
"Thomas Strobl","2012_hannover"
"Thomas de Maizière","2012_hannover"
"Urban Lanig","2012_hannover"
"Ursula von der Leyen","2012_hannover"
"Volker Bouffier","2012_hannover"
"Volker Kauder","2012_hannover"
"Walter Arnold","2012_hannover"
"Wilfried Martens","2012_hannover"
"Younes Ouaqasse","2012_hannover"
